시간,거래유형,가격,수량,거래금액,수수료,분할,보유수량,잔고,누적수익,누적수익률,누적수수료
2025-06-14 20:03:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.019992,9000000.0,0.0,0.00%,400.0
2025-06-14 21:03:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.00038415686274509767,9999600.0,999600.0,10.00%,800.0
2025-06-14 20:08:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.020376156862745097,8999600.0,999600.0,10.00%,1200.0
2025-06-14 21:08:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.0007683137254901953,9999200.0,1999200.0,19.99%,1600.0
2025-06-14 20:13:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.020760313725490195,8999200.0,1999200.0,19.99%,2000.0
2025-06-14 21:13:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.001152470588235293,9998800.0,2998800.0,29.99%,2400.0
2025-06-14 20:18:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.021144470588235292,8998800.0,2998800.0,29.99%,2800.0
2025-06-14 21:18:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.0015366274509803907,9998400.0,3998400.0,39.98%,3200.0
2025-06-14 20:23:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.02152862745098039,8998400.0,3998400.0,39.98%,3600.0
2025-06-14 21:23:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.0019207843137254883,9998000.0,4998000.0,49.98%,4000.0
2025-06-14 20:28:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.021912784313725488,8998000.0,4998000.0,49.98%,4400.0
2025-06-14 21:28:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.002304941176470586,9997600.0,5997600.0,59.98%,4800.0
2025-06-14 20:33:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.022296941176470585,8997600.0,5997600.0,59.98%,5200.0
2025-06-14 21:33:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.0026890980392156837,9997200.0,6997200.0,69.97%,5600.0
2025-06-14 20:38:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.022681098039215683,8997200.0,6997200.0,69.97%,6000.0
2025-06-14 21:38:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.0030732549019607813,9996800.0,7996800.0,79.97%,6400.0
2025-06-14 20:43:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.02306525490196078,8996800.0,7996800.0,79.97%,6800.0
2025-06-14 21:43:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.003457411764705879,9996400.0,8996400.0,89.96%,7200.0
2025-06-14 20:48:55,buy,50000000,0.019992,999600.0,400.0,1/1,0.02344941176470588,8996400.0,8996400.0,89.96%,7600.0
2025-06-14 21:48:55,sell,51000000,0.0196078431372549,1000000.0,400.0,1/1,0.0038415686274509767,9996000.0,9996000.0,99.96%,8000.0
