시간,거래유형,가격,수량,거래금액,수수료,분할,보유수량,잔고,누적수익,누적수익률,누적수수료
2025-06-14 20:28:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00019992,9990000.0,0.0,0.00%,4.0
2025-06-14 21:28:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,3.841568627450985e-06,9999996.0,9996.0,0.10%,8.0
2025-06-14 20:33:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00020376156862745098,9989996.0,9996.0,0.10%,12.0
2025-06-14 21:33:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,7.68313725490197e-06,9999992.0,19992.0,0.20%,16.0
2025-06-14 20:38:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00020760313725490197,9989992.0,19992.0,0.20%,20.0
2025-06-14 21:38:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,1.1524705882352956e-05,9999988.0,29988.0,0.30%,24.0
2025-06-14 20:43:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00021144470588235295,9989988.0,29988.0,0.30%,28.0
2025-06-14 21:43:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,1.536627450980394e-05,9999984.0,39984.0,0.40%,32.0
2025-06-14 20:48:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00021528627450980394,9989984.0,39984.0,0.40%,36.0
2025-06-14 21:48:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,1.9207843137254927e-05,9999980.0,49980.0,0.50%,40.0
2025-06-14 20:53:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00021912784313725492,9989980.0,49980.0,0.50%,44.0
2025-06-14 21:53:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,2.3049411764705912e-05,9999976.0,59976.0,0.60%,48.0
2025-06-14 20:58:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.0002229694117647059,9989976.0,59976.0,0.60%,52.0
2025-06-14 21:58:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,2.6890980392156897e-05,9999972.0,69972.0,0.70%,56.0
2025-06-14 21:03:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.0002268109803921569,9989972.0,69972.0,0.70%,60.0
2025-06-14 22:03:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,3.073254901960788e-05,9999968.0,79968.0,0.80%,64.0
2025-06-14 21:08:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00023065254901960788,9989968.0,79968.0,0.80%,68.0
2025-06-14 22:08:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,3.457411764705887e-05,9999964.0,89964.0,0.90%,72.0
2025-06-14 21:13:50,buy,50000000,0.00019992,9996.0,4.0,1/1,0.00023449411764705886,9989964.0,89964.0,0.90%,76.0
2025-06-14 22:13:50,sell,51000000,0.000196078431372549,10000.0,4.0,1/1,3.841568627450985e-05,9999960.0,99960.0,1.00%,80.0
