시간,거래유형,가격,수량,거래금액,수수료,분할,보유수량,잔고,누적수익,누적수익률,누적수수료
2025-06-13 18:21:03,buy,50000000,0.019992,999600.0,400.0,1/10,0.019992,9000000.0,0,0.00%,400.0
2025-06-13 18:26:03,buy,50000000,0.019992,999600.0,400.0,2/10,0.039984,8000000.0,0,0.00%,800.0
2025-06-13 18:31:03,buy,50000000,0.019992,999600.0,400.0,3/10,0.059976,7000000.0,0,0.00%,1200.0
2025-06-13 18:36:03,buy,50000000,0.019992,999600.0,400.0,4/10,0.079968,6000000.0,0,0.00%,1600.0
2025-06-13 18:41:03,buy,50000000,0.019992,999600.0,400.0,5/10,0.09996,5000000.0,0,0.00%,2000.0
2025-06-13 18:46:03,buy,50000000,0.019992,999600.0,400.0,6/10,0.11995199999999999,4000000.0,0,0.00%,2400.0
2025-06-13 18:51:03,buy,50000000,0.019992,999600.0,400.0,7/10,0.13994399999999999,3000000.0,0,0.00%,2800.0
2025-06-13 18:56:03,buy,50000000,0.019992,999600.0,400.0,8/10,0.159936,2000000.0,0,0.00%,3200.0
2025-06-13 19:01:03,buy,50000000,0.019992,999600.0,400.0,9/10,0.179928,1000000.0,0,0.00%,3600.0
2025-06-13 19:06:03,buy,50000000,0.019992,999600.0,400.0,10/10,0.19992000000000001,0.0,0,0.00%,4000.0
